id,ranking,dish,name,count,stars,full_address
3651,426,shrimp,China Grill,0.09375,3.5,Mandalay Bay Hotel and Casino 3950 Las Vegas Blvd S The Strip Las Vegas  NV 89119
3652,427,shrimp,Pho Chandler,0.09243697478991597,4.0,4055 S Arizona Ave Ste 8 Chandler  AZ 85248
3653,428,shrimp,P F Chang's China Bistro,0.09154929577464789,3.5,Planet Hollywood Resort & Casino 3667 Las Vegas Blvd The Strip Las Vegas  NV 89109
3654,429,shrimp,Shanghai Club,0.09090909090909091,3.5,3434 W Anthem Way Ste 118 Anthem  AZ 85086
3655,430,shrimp,Yangtse Chinese Bistro,0.09090909090909091,3.5,1940 W Chandler Blvd Chandler  AZ 85224
3656,431,shrimp,China Garden Restaurant,0.09090909090909091,3.5,17201 N 19th Ave Phoenix  AZ 85023
3657,432,shrimp,Shanghai Lilly,0.09090909090909091,3.0,Mandalay Bay Hotel & Casino 3950 Las Vegas Blvd S Southeast Las Vegas  NV 89119
3658,433,shrimp,Pan Asia Sushi Chinese Fusion,0.09090909090909091,3.0,2485 E Baseline Rd Ste 157 Phoenix  AZ 85042
3659,434,shrimp,P F Chang's China Bistro,0.08928571428571429,3.5,4165 S Paradise Rd Eastside Las Vegas  NV 89109
3660,435,shrimp,Pei Wei Asian Diner,0.08928571428571429,3.5,10830 W Charleston Blvd. Suite 110 Summerlin Las Vegas  NV 89135
3661,436,shrimp,Yunnan Garden,0.08928571428571429,4.0,3934 Schiff Dr Chinatown Las Vegas  NV 89103
3662,437,shrimp,Chopstick Express,0.08823529411764706,3.0,939 E Guadalupe Rd Ste 1 Tempe  AZ 85283
3663,438,shrimp,Hong Kong Gourmet Buffet,0.08771929824561403,3.5,4909 E Chandler Blvd Phoenix  AZ 85048
3664,439,shrimp,Asian Grill,0.08695652173913043,4.5,10325 E Riggs Rd Ste 112 Sun Lakes  AZ 85248
3665,440,shrimp,House of Yang,0.08695652173913043,3.5,13802 N Scottsdale Rd Scottsdale  AZ 85254
3666,441,shrimp,Pei Wei Asian Diner,0.08695652173913043,3.5,20851 N Scottsdale Rd. Suite 105 Scottsdale  AZ 85255
3667,442,shrimp,Buffet at Asia,0.08695652173913043,2.5,4090 S Eastern Ave Eastside Las Vegas  NV 89119
3668,443,shrimp,Liu's Kitchen,0.08695652173913043,3.5,7377 S Jones Blvd Southwest Las Vegas  NV 89139
3669,444,shrimp,Yao Fine Chinese Cuisine,0.08571428571428572,4.0,2487 S Gilbert Rd Ste 102 Gilbert  AZ 85295
3670,445,shrimp,The Prime Chinese Restaurant,0.0851063829787234,4.0,24 W Camelback Rd Ste H Phoenix  AZ 85013
3671,446,shrimp,Emperor's Garden,0.08333333333333333,2.0,4215 Spring Mountain Rd Ste B203 Chinatown Las Vegas  NV 89102
3672,447,shrimp,Wah Kee Wonton Noodle,0.08333333333333333,3.5,600 Williamson St Ste E Williamson - Marquette Madison  WI 53703
3673,448,shrimp,Golden Phoenix Chinese Restaurant,0.08333333333333333,3.5,6048 N 16th St Phoenix  AZ 85016
3674,449,shrimp,Qwik Chinese Bistro,0.08333333333333333,4.0,9030 E Via Linda Ste100 Scottsdale  AZ 85258
3675,450,shrimp,George and Sons,0.08333333333333333,4.5,3049 W Agua Fria Fwy Phoenix  AZ 85027
3676,451,shrimp,China Mama Restaurant,0.08108108108108109,3.5,3420 S Jones Blvd Chinatown Las Vegas  NV 89136
3677,452,shrimp,Fat Choy,0.08108108108108109,4.0,Eureka Casino 595 E Sahara Ave Eastside Las Vegas  NV 89104
3678,453,shrimp,Noodle Exchange,0.08,3.5,Gold Coast 4000 W Flamingo Rd Las Vegas  NV 89103
3679,454,shrimp,Hakkasan Restaurant,0.07954545454545454,4.0,MGM Grand 3799 Las Vegas Blvd S The Strip Las Vegas  NV 89109
3680,455,shrimp,Rice & Company,0.07936507936507936,3.0,Luxor Hotel and Casino 3900 Las Vegas Blvd S The Strip Las Vegas  NV 89109
3681,456,shrimp,North China Restaurant,0.07692307692307693,3.5,12835 N Cave Creek Rd Phoenix  AZ 85022
3682,457,shrimp,Szechuan Express,0.07692307692307693,3.5,1116 S Dobson Rd Ste  132 Mesa  AZ 85202
3683,458,shrimp,Hong Kong Wok,0.07692307692307693,3.5,702 N Midvale Blvd Ste 120 Madison  WI 53705
3684,459,shrimp,Dong Phuong Saigon Bowl,0.07692307692307693,3.0,8123 E Roosevelt St Scottsdale  AZ 85257
3685,460,shrimp,Orient House,0.075,4.0,626 S Park St Greenbush Madison  WI 53715
3686,461,shrimp,Szechwan Garden,0.075,4.0,5055 W Ray Rd Ste 1 Chandler  AZ 85226
3687,462,shrimp,New Asian Star,0.075,4.0,2755 S 99th Ave Ste 102 Tolleson  AZ 85353
3688,463,shrimp,Ginger China Bistro,0.07407407407407407,4.0,5940 W Union Hills Dr Glendale  AZ 85308
3689,464,shrimp,China Grill,0.07407407407407407,3.5,7518 W Thunderbird Rd Ste 3 Peoria  AZ 85381
3690,465,shrimp,Noodle & Rice,0.07352941176470588,4.0,2017 E Cactus Rd Ste G Phoenix  AZ 85022
3691,466,shrimp,Wang Express,0.07142857142857142,3.5,4747 E Bell Rd Ste 19 Phoenix  AZ 85032
3692,467,shrimp,Panda Garden,0.07142857142857142,3.5,4730 E Warner Rd Phoenix  AZ 85044
3693,468,shrimp,Ming-Gee Chinese Food Restaurant,0.07142857142857142,3.5,4431 W Glendale Ave Glendale  AZ 85301
3694,469,shrimp,Asian Kitchen,0.07142857142857142,3.0,449 State St Capitol Madison  WI 53703
3695,470,shrimp,Tsing Tao Chinese Cuisine,0.07142857142857142,3.0,542 W Baseline Rd Ste 102 Mesa  AZ 85210
3696,471,shrimp,Stack Dim Sum Bar,0.07142857142857142,4.5,42 Dalmeny Street Leith Edinburgh EH6 8RG
3697,472,shrimp,Inchin Bamboo Garden,0.07142857142857142,3.5,10050 N Scottsdale Rd Ste 121 Paradise Valley  AZ 85253
3698,473,shrimp,Chop Chop Wok,0.06896551724137931,4.0,6812 W Cheyenne Ave Northwest Las Vegas  NV 89108
3699,474,shrimp,Ginseng 3,0.06896551724137931,3.0,3535 Las Vegas Blvd The Strip Las Vegas  NV 89109
3700,475,shrimp,New York Chinese Restaurant,0.06896551724137931,3.5,9430 W Lake Mead Blvd Ste 1 Summerlin Las Vegas  NV 89134
3701,476,shrimp,China One,0.06896551724137931,4.0,921 S Rainbow Blvd Westside Las Vegas  NV 89145
3702,477,shrimp,Cafe Ga Hyang,0.0684931506849315,4.0,4362 W. Olive Ave Glendale  AZ 85302
3703,478,shrimp,Pho Kim Long,0.06791907514450866,3.5,4029 Spring Mountain Rd Chinatown Las Vegas  NV 89102
3704,479,shrimp,Kampong Ah Lee,0.06666666666666667,4.0,28 Clerk Street Newington Edinburgh EH8 9HX
3705,480,shrimp,Pumi Express,0.06666666666666667,2.5,6565 S Fort Apache Rd Spring Valley Las Vegas  NV 89148
3706,481,shrimp,Chen's Chinese Bistro,0.06666666666666667,4.0,5341 S Superstition Mountain Dr Gold Canyon  AZ 85218
3707,482,shrimp,Spicy City,0.06666666666666667,3.0,4215 Spring Mountain Rd B205 Westside Las Vegas  NV 89102
3708,483,shrimp,Hong Kong Asian Diner,0.06666666666666667,4.0,9880 S Rural Rd Tempe  AZ 85284
3709,484,shrimp,Hibachi Grill & Supreme Buffet,0.06666666666666667,3.5,2929 N 75th Ave Phoenix  AZ 85033
3710,485,shrimp,Szechwan Palace,0.06493506493506493,3.5,Cofco Chinese Cultural Center 668 N 44th St  Ste 108 Phoenix  AZ 85008
3711,486,shrimp,Yummy Grill Sushi,0.06451612903225806,3.5,560 Marks St Henderson  NV 89014
3712,487,shrimp,Lucky Sushi & Chinese Restaurant,0.0625,3.5,1350 E Florence Blvd Casa Grande  AZ 85222
3713,488,shrimp,Golden Phoenix Chinese Cuisine,0.0625,3.0,2345 E. Centennial Pkwy. North Las Vegas  NV 89081
3714,489,shrimp,Chen & Wok,0.0625,3.0,13856 W Waddell Rd Surprise  AZ 85379
3715,490,shrimp,China City Super Buffet,0.0625,3.0,18885 N Reems Rd Ste 101 Surprise  AZ 85374
3716,491,shrimp,Best Hong Kong Dining,0.06060606060606061,3.5,1116 S Dobson Rd Ste 123 Mesa  AZ 85202
3717,492,shrimp,Wong's Restaurant,0.06060606060606061,4.0,10540 W Indian School Rd Phoenix  AZ 85037
3718,493,shrimp,Dragon Express,0.06,4.0,1125 W Baseline Rd Mesa  AZ 85210
3719,494,shrimp,Canton Wong #8,0.058823529411764705,3.5,7050 S Central Ave Phoenix  AZ 85042
3720,495,shrimp,The Lotus,0.058823529411764705,3.5,215 S Water St Henderson  NV 89015
3721,496,shrimp,Victorian Cafe,0.058823529411764705,3.0,Bill's Gamblin' Hall & Saloon 3595 Las Vegas Blvd S The Strip Las Vegas  NV 89109
3722,497,shrimp,Booming Spot Mini Pot,0.057971014492753624,4.0,3466 S Decatur Blvd Ste E Chinatown Las Vegas  NV 89102
3723,498,shrimp,Thai House Restaurant,0.056074766355140186,3.5,9850 S Maryland Pkwy Ste 17 Southeast Las Vegas  NV 89123
3724,499,shrimp,World Noodle,0.05555555555555555,3.5,4355 Spring Mountain Rd Ste 101 Chinatown Las Vegas  NV 89102
3725,500,shrimp,Tao Garden,0.05263157894736842,4.0,2050 N Alma School Rd Chandler  AZ 85224
3726,501,shrimp,Jacky Chan,0.05263157894736842,3.0,8544 Blue Diamond Rd Ste 100 Southwest Las Vegas  NV 89178
3727,502,shrimp,Otaku,0.05263157894736842,3.5,2430 S Gilbert Rd Chandler  AZ 85286
3728,503,shrimp,P F Chang's China Bistro,0.05263157894736842,3.0,6610 E Superstition Springs Blvd Mesa  AZ 85206
3729,504,shrimp,Lucky Kitchen,0.05263157894736842,3.0,1520 W Indian School Rd Ste 1 Phoenix  AZ 85015
3730,505,shrimp,Ann's Asian Bistro & Bar,0.05263157894736842,3.5,11340 W Bell Rd Ste 118 Surprise  AZ 85378
3731,506,shrimp,Three Villages Restaurant,0.05128205128205128,4.0,5115 W Spring Mountain Rd Chinatown Las Vegas  NV 89103
3732,507,shrimp,Tasty Joe's,0.05,3.5,1152 N Power Rd Mesa  AZ 85205
3733,508,shrimp,J & M Chinese Cuisine Restaurant,0.05,4.0,1035 N Ellsworth Rd Mesa  AZ 85207
3734,509,shrimp,Chou's Kitchen,0.049019607843137254,4.0,910 N Alma School Rd Chandler  AZ 85224
3735,510,shrimp,Chef Chiang,0.047619047619047616,4.0,4929 W Chandler Blvd Ste 3 Chandler  AZ 85226
3736,511,shrimp,Umami Ramen & Dumpling Bar,0.046511627906976744,3.5,923 Williamson St Williamson - Marquette Madison  WI 53703
3737,512,shrimp,King Wok,0.045454545454545456,3.5,860 E Warner Rd Ste 102 Gilbert  AZ 85296
3738,513,shrimp,Shanghai Grill,0.045454545454545456,4.0,9044 W Union Hills Dr Ste 101 Peoria  AZ 85382
3739,514,shrimp,China Tango Bistro,0.045454545454545456,3.0,10300 W Charleston Blvd Ste 5 Summerlin Las Vegas  NV 89135
3740,515,shrimp,Noodle Pot,0.0449438202247191,3.5,4215 Spring Mountain Rd Ste B112 Chinatown Las Vegas  NV 89102
3741,516,shrimp,Kung Fu Thai & Chinese Restaurant,0.044444444444444446,3.5,3505 S Valley View Blvd Chinatown Las Vegas  NV 89103
3742,517,shrimp,Beijing Noodle Cafe,0.043795620437956206,4.0,4130 S Sandhill Rd Eastside Las Vegas  NV 89121
3743,518,shrimp,Hunan Express Chinese Delivery,0.043478260869565216,3.0,818 W Broadway Rd Ste 101 Tempe  AZ 85282
3744,519,shrimp,Ocha Cuisine,0.04285714285714286,4.0,1201 Las Vegas Blvd S Downtown Las Vegas  NV 89104
3745,520,shrimp,Hao Bao,0.041666666666666664,4.5,Phoenix  AZ
3746,521,shrimp,Henry's Taiwan Kitchen,0.041666666666666664,3.5,119 E Southern Ave Tempe  AZ 85282
3747,522,shrimp,Pei Wei Asian Diner,0.04,3.5,20022 N 67th Ave. Suite 100 Glendale  AZ 85308
3748,523,shrimp,China Chef,0.04,4.0,85 W Combs Rd Ste 110 Queen Creek  AZ 85240
3749,524,shrimp,P F Chang's China Bistro,0.038461538461538464,3.5,16170 N 83rd Ave Peoria  AZ 85382
3750,525,shrimp,Jade House,0.038461538461538464,3.0,2711 S Alma School Rd Mesa  AZ 85210
3751,526,shrimp,Stir Krazy Mongolian Grill,0.03773584905660377,4.5,4503 Paradise Rd Eastside Las Vegas  NV 89169
3752,527,shrimp,Beijing Chinese Cuisine,0.037037037037037035,4.0,9255 S Eastern Ave Ste 330-4 Southeast Las Vegas  NV 89123
3753,528,shrimp,Big Buddha,0.03614457831325301,4.0,16572 W Greenway Rd Ste 115 Surprise  AZ 85388
3754,529,shrimp,Simi's Cafe,0.03614457831325301,4.5,2401 E Baseline Rd Ste 118 Gilbert  AZ 85234
3755,530,shrimp,Pei Wei Asian Diner,0.03571428571428571,3.5,4340 E Indian School Rd. Bldg. A Suite 23 Phoenix  AZ 85018
3756,531,shrimp,Dao Kitchen Asian Bistro,0.034482758620689655,4.0,34455 N 27 Dr Ste D 160-162 Phoenix  AZ 85085
3757,532,shrimp,Qwik Chinese,0.03125,3.5,7353 N Via Paseo Del Sur Ste 490 Scottsdale  AZ 85258
3758,533,shrimp,Pei Wei Asian Diner,0.03125,3.0,1825 Guadalupe Suite F-112 Tempe  AZ 85283
3759,534,shrimp,Pei Wei Asian Diner,0.030303030303030304,3.5,1311 W Sunset Rd Suite 120 Henderson  NV 89014
3760,535,shrimp,Ports O Call Buffet,0.030303030303030304,3.0,4000 W Flamingo Rd Las Vegas  NV 89103
3761,536,shrimp,Hue Thai,0.02857142857142857,3.5,5115 Spring Mountain Rd Ste 223 Chinatown Las Vegas  NV 89146
3762,537,shrimp,Pei Wei Asian Diner,0.027777777777777776,3.5,7131 W Ray Rd. Bldg. 1 Suite 3 Chandler  AZ 85226
3763,538,shrimp,Asian Cafe Express,0.027472527472527472,4.5,1911 W Main St Ste 3 Mesa  AZ 85201
3764,539,shrimp,Dong Ting Spring,0.02631578947368421,4.0,4850 W Flamingo Rd Ste 34-34 Las Vegas  NV 89103
3765,540,shrimp,China Wok,0.022727272727272728,3.5,2334 N Scottsdale Rd Scottsdale  AZ 85257
3766,541,shrimp,Iron Chef,0.022727272727272728,4.0,23706 S Power Rd Queen Creek  AZ 85242
3767,542,shrimp,Fugu,0.016129032258064516,3.5,411 W Gilman St Capitol Madison  WI 53703
3768,543,shrimp,Great Bao,0.010638297872340425,4.5,Las Vegas  NV 89103
3769,1,chicken soup,8 Fortune Cusine,0.3333333333333333,3.5,13686 N 75th Ave Peoria  AZ 85381
3770,2,chicken soup,Thai Vegas,0.07692307692307693,3.5,115 N 4th St Downtown Las Vegas  NV 89101
3771,3,chicken soup,Booming Spot Mini Pot,0.057971014492753624,4.0,3466 S Decatur Blvd Ste E Chinatown Las Vegas  NV 89102
3772,4,chicken soup,Inchin Bamboo Garden,0.03571428571428571,3.5,10050 N Scottsdale Rd Ste 121 Paradise Valley  AZ 85253
3773,5,chicken soup,Ports O Call Buffet,0.030303030303030304,3.0,4000 W Flamingo Rd Las Vegas  NV 89103
3774,6,chicken soup,New Asian Kitchen,0.027777777777777776,4.0,4231 W Bell Road Phoenix  AZ 85053
3775,7,chicken soup,Island Malaysian Cuisine Halal,0.027777777777777776,4.0,5115 Spring Mountain Rd Ste 217 Chinatown Las Vegas  NV 89103
3776,8,chicken soup,Dragon Express,0.02,4.0,1125 W Baseline Rd Mesa  AZ 85210
3777,9,chicken soup,Bangkok 9 Thai-Chinese Food,0.018518518518518517,3.5,663 N Stephanie St Henderson  NV 89014
3778,10,chicken soup,Beijing Restaurant,0.017241379310344827,4.0,2040 S Alma School Rd Ste 13 Chandler  AZ 85286
3779,11,chicken soup,Zine Noodles Dim Sum,0.015625,3.0,The Palazzo 3325 Las Vegas Blvd S The Strip Las Vegas  NV 89109
3780,12,chicken soup,Noodle & Rice,0.014705882352941176,4.0,2017 E Cactus Rd Ste G Phoenix  AZ 85022
3781,13,chicken soup,Ocha Cuisine,0.014285714285714285,4.0,1201 Las Vegas Blvd S Downtown Las Vegas  NV 89104
3782,14,chicken soup,Flo's,0.012345679012345678,3.5,16495 N Scottsdale Rd Scottsdale  AZ 85254
3783,15,chicken soup,Maxim Restaurant,0.011764705882352941,4.0,3424 N 19th Ave Phoenix  AZ 85015
3784,16,chicken soup,Ling & Louie's Asian Bar and Grill,0.011627906976744186,3.5,9397 E Shea Blvd Ste 125 Scottsdale  AZ 85260
3785,17,chicken soup,Beijing Noodle No. 9,0.010752688172043012,2.5,Caesars Palace 3570 Las Vegas Blvd S The Strip Las Vegas  NV 89109
3786,18,chicken soup,Kung Fu Thai & Chinese Restaurant,0.007407407407407408,3.5,3505 S Valley View Blvd Chinatown Las Vegas  NV 89103
3787,19,chicken soup,Beijing Noodle Cafe,0.0072992700729927005,4.0,4130 S Sandhill Rd Eastside Las Vegas  NV 89121
3788,20,chicken soup,Noodles,0.004830917874396135,3.0,Bellagio Resort &Casino 3600 S Las Vegas Blvd The Strip Las Vegas  NV 89109
3789,21,chicken soup,Chino Bandido,0.0021321961620469083,4.0,15414 N 19th Ave Ste K Phoenix  AZ 85023
3790,22,chicken soup,Pho Kim Long,0.001445086705202312,3.5,4029 Spring Mountain Rd Chinatown Las Vegas  NV 89102
3791,1,chicken wings,U & Me Cafe,0.75,4.0,3466 S Decatur Blvd Ste E Chinatown Las Vegas  NV 89102
3792,2,chicken wings,Jimmy Chung's,0.6666666666666666,3.5,30 Grindlay Street Old Town Edinburgh EH3 9AP
3793,3,chicken wings,Wongs To Go,0.5,4.0,5219 S 7th St Phoenix  AZ 85040
3794,4,chicken wings,Pick Up Stix,0.5,3.0,4030 W Ray Rd Chandler  AZ 85226
3795,5,chicken wings,Grand China,0.5,3.5,7250 S Durango Dr Southwest Las Vegas  NV 89113
3796,6,chicken wings,Wok & Wine,0.5,4.0,57a Frederick Street New Town Edinburgh EH2 1LH
3797,7,chicken wings,Liyuen,0.4,4.5,1602 S 7th Ave Phoenix  AZ 85007
3798,8,chicken wings,Bangkok 9,0.4,2.5,3175 N Rainbow Blvd Northwest Las Vegas  NV 89108
3799,9,chicken wings,China Farm Chinese Buffet,0.3333333333333333,2.5,3135 S 48th St Tempe  AZ 85282
3800,10,chicken wings,Long Wongs,0.3333333333333333,3.0,1272 N Arizona Ave Chandler  AZ 85225
3801,11,chicken wings,Grand Buffet,0.3333333333333333,2.5,2430 W Apache Trl Apache Junction  AZ 85220
3802,12,chicken wings,MB China,0.3333333333333333,5.0,2100 E Lake Mead Blvd North Las Vegas  NV 89030
3803,13,chicken wings,Hong Kong Restaurant,0.3076923076923077,3.5,2328 E Indian School Rd Phoenix  AZ 85016
3804,14,chicken wings,Happy Food,0.25,2.5,3 W Baseline Rd Phoenix  AZ 85041
3805,15,chicken wings,Happiness,0.25,3.0,34 W Preston Street Newington Edinburgh EH8 9PY
3806,16,chicken wings,Yummy Buffet,0.25,3.0,700 W Warner Rd Chandler  AZ 85224
3807,17,chicken wings,Crystal Palace Restaurant,0.2,3.5,10 King St S Waterloo  ON N2J 1N8
3808,18,chicken wings,Big Wong Restaurant,0.19069767441860466,4.0,5040 Spring Mountain Rd Chinatown Las Vegas  NV 89146
3809,19,chicken wings,Tam's,0.1875,4.0,1714 E Broadway Rd Phoenix  AZ 85040
3810,20,chicken wings,Crown China Super Buffet,0.16666666666666666,2.5,5505 N 7th St Phoenix  AZ 85014
3811,21,chicken wings,China Kitchen,0.16666666666666666,3.5,4985 E Craig Road Las Vegas  NV 89115
3812,22,chicken wings,Kung Fu Chef,0.14285714285714285,3.5,5115 Spring Mountain Rd Ste 103 Chinatown Las Vegas  NV 89146
3813,23,chicken wings,Anna's Garden,0.13333333333333333,3.5,5740 Spring Mountain Rd Chinatown Las Vegas  NV 89146
3814,24,chicken wings,Cheng's Express,0.125,2.5,5479 S Rainbow Blvd Spring Valley Las Vegas  NV 89118
3815,25,chicken wings,Wok N' Roll,0.125,3.5,250 Auburn Ave NE #101 Atlanta  GA 53562
3816,26,chicken wings,China Restaurant,0.11764705882352941,4.0,4709 E Southern Avenue Phoenix  AZ 85042
3817,27,chicken wings,Jumbo Super Buffet,0.1111111111111111,2.5,1617 S Decatur Blvd Westside Las Vegas  NV 89102
3818,28,chicken wings,Deer Garden Signature,0.1111111111111111,3.5,66 S Dobson Rd Ste 107 Mesa  AZ 85202
3819,29,chicken wings,HK Seafood Garden,0.10344827586206896,4.0,4300 W Spring Mountain Rd Unit 103  104  105 Chinatown Las Vegas  NV 89102
3820,30,chicken wings,Jumbo Buffet,0.1,2.5,3414 W Southern Ave Phoenix  AZ 85041
3821,31,chicken wings,Stir Fry Paradise,0.09523809523809523,4.0,6661 W Bell Rd Ste 101B Glendale  AZ 85308
3822,32,chicken wings,Lim's Chinese Buffet,0.09090909090909091,3.5,2412 E Greenway Rd Phoenix  AZ 85032
3823,33,chicken wings,Mr. Beijing,0.08333333333333333,3.5,730 E Flamingo Rd Ste 8 Eastside Las Vegas  NV 89119
3824,34,chicken wings,China City Super Buffet,0.08333333333333333,2.5,10040 W Mcdowell Rd Avondale  AZ 85392
3825,35,chicken wings,Wendy's Noodle Cafe,0.0821256038647343,4.0,3401 S Jones Blvd Chinatown Las Vegas  NV 89146
3826,36,chicken wings,Buffet Asia,0.08163265306122448,3.0,2380 S Rainbow Blvd Westside Las Vegas  NV 89146
3827,37,chicken wings,Jasmine Express,0.0784313725490196,3.0,5546 Camino Al Norte North Las Vegas  NV 89031
3828,38,chicken wings,Chop Chop,0.07692307692307693,3.0,248 Morrison Street West End Edinburgh EH3 8DT
3829,39,chicken wings,Fat Dumpling,0.07692307692307693,3.5,3959 W Spring Mountain Rd Chinatown Las Vegas  NV 89109
3830,40,chicken wings,Red Dragon Chinese Food,0.07407407407407407,3.5,2160 N Alma School Rd Chandler  AZ 85224
3831,41,chicken wings,1 Eastern Super Buffet,0.07142857142857142,3.5,1901 S Signal Butte Rd Ste 101 Mesa  AZ 85209
3832,42,chicken wings,Sakina Thai Cuisine,0.07142857142857142,4.5,4251 W Sahara Ave Westside Las Vegas  NV 89102
3833,43,chicken wings,Golden Wok Chinese Restaurant,0.06666666666666667,3.5,4651 E Cactus Rd Phoenix  AZ 85032
3834,44,chicken wings,Kampong Ah Lee,0.06666666666666667,4.0,28 Clerk Street Newington Edinburgh EH8 9HX
3835,45,chicken wings,Hibachi Grill & Supreme Buffet,0.06666666666666667,3.5,2929 N 75th Ave Phoenix  AZ 85033
3836,46,chicken wings,Krazy Buffet,0.06349206349206349,3.5,8095 W Sahara Ave Westside Las Vegas  NV 89117
3837,47,chicken wings,China Town Buffet,0.0625,2.5,1807 E Baseline Rd Tempe  AZ 85283
3838,48,chicken wings,Asian Hong Kong,0.05555555555555555,3.5,9880 S Rural Rd Tempe  AZ 85284
3839,49,chicken wings,Volcano Buffet,0.05555555555555555,3.0,805 N Dobson Rd Mesa  AZ 85201
3840,50,chicken wings,China Wan Wan,0.05555555555555555,4.0,6510 Boulder Hwy Ste 104 Southeast Las Vegas  NV 89122
3841,51,chicken wings,Golden Dragon Chinese Cuisine,0.05263157894736842,3.5,6120 W Tropicana Ave Las Vegas  NV 89103
3842,52,chicken wings,Kung Fu Thai & Chinese Restaurant,0.05185185185185185,3.5,3505 S Valley View Blvd Chinatown Las Vegas  NV 89103
3843,53,chicken wings,Little Peking,0.05,4.0,10608 N 32nd St Phoenix  AZ 85028
3844,54,chicken wings,China A Go Go,0.05,3.5,2101 N Rainbow Blvd Ste 101 Las Vegas  NV 89108
3845,55,chicken wings,China a Go Go,0.04878048780487805,4.0,505 E Windmill Ave Ste D Southeast Las Vegas  NV 89123
3846,56,chicken wings,The Clever Koi,0.045454545454545456,4.0,4236 N Central Ave Phoenix  AZ 85012
3847,57,chicken wings,Buffet at Asia,0.043478260869565216,2.5,4090 S Eastern Ave Eastside Las Vegas  NV 89119
3848,58,chicken wings,Szechwan Palace,0.03896103896103896,3.5,Cofco Chinese Cultural Center 668 N 44th St  Ste 108 Phoenix  AZ 85008
3849,59,chicken wings,Jade House,0.038461538461538464,3.0,2711 S Alma School Rd Mesa  AZ 85210
3850,60,chicken wings,Koji Restaurant,0.037037037037037035,3.5,4500 W Tropicana Ave Las Vegas  NV 89103
3851,61,chicken wings,China Chan Restaurant,0.037037037037037035,3.5,10227 N Metro Pkwy E Phoenix  AZ 85051
3852,62,chicken wings,China City Super Buffet,0.037037037037037035,3.0,2235 S Power Rd Ste 101 Mesa  AZ 85209
3853,63,chicken wings,Wong's Chinese Dining,0.03571428571428571,4.5,1137 E Buckeye Rd Phoenix  AZ 85034
3854,64,chicken wings,Shangri-La Chinese,0.03571428571428571,4.0,2855 W Cactus Rd Phoenix  AZ 85029
3855,65,chicken wings,Gold Chef,0.03571428571428571,3.5,1055 S Arizona Ave Ste 10 Chandler  AZ 85286
3856,66,chicken wings,China Village,0.03333333333333333,4.0,2710 E Indian School Rd Phoenix  AZ 85016
3857,67,chicken wings,Asian Cafe Express,0.03296703296703297,4.5,1911 W Main St Ste 3 Mesa  AZ 85201
3858,68,chicken wings,Baidu China Bistro,0.03225806451612903,3.5,7625 S Rainbow Blvd Ste 100 Southwest Las Vegas  NV 89139
3859,69,chicken wings,Noodle ChaCha,0.03125,3.0,2021 W Sunset Rd Henderson  NV 89014
3860,70,chicken wings,Diamond Chinese Restaurant,0.029411764705882353,4.0,3449 Industrial Rd Las Vegas  NV 89109
3861,71,chicken wings,China One,0.02857142857142857,3.5,11710 W Charleston Blvd Ste 140 Summerlin Las Vegas  NV 89138
3862,72,chicken wings,Rice n Noodle,0.025,3.5,7910 S Rainbow Blvd Ste 105 Southwest Las Vegas  NV 89139
3863,73,chicken wings,New Asian Star,0.025,4.0,2755 S 99th Ave Ste 102 Tolleson  AZ 85353
3864,74,chicken wings,Bamboo House,0.023809523809523808,3.5,502 E Thunderbird Rd Phoenix  AZ 85022
3865,75,chicken wings,Pan Asia Sushi Chinese Fusion,0.022727272727272728,3.0,2485 E Baseline Rd Ste 157 Phoenix  AZ 85042
3866,76,chicken wings,Pho Kim Long,0.02167630057803468,3.5,4029 Spring Mountain Rd Chinatown Las Vegas  NV 89102
3867,77,chicken wings,Satay Thai Bistro & Bar,0.0213903743315508,4.0,3900 Paradise Rd Ste N Eastside Las Vegas  NV 89169
3868,78,chicken wings,Li's Bowl,0.02127659574468085,4.0,6260 S 35th Ave Phoenix  AZ 85041
3869,79,chicken wings,Bobo China,0.020833333333333332,4.0,8465 W Sahara Ave Westside Las Vegas  NV 89117
3870,80,chicken wings,Fat Choy,0.02027027027027027,4.0,Eureka Casino 595 E Sahara Ave Eastside Las Vegas  NV 89104
3871,81,chicken wings,Wong's Place,0.0196078431372549,4.0,1825 E Baseline Rd. Tempe  AZ 85283
3872,82,chicken wings,P F Chang's China Bistro,0.0196078431372549,3.0,The District 101 S Green Valley Pkwy Anthem Henderson  NV 89012
3873,83,chicken wings,Ping Pang Pong,0.019138755980861243,3.5,4000 W Flamingo Rd 4000 W Flamingo Rd Las Vegas  NV 89103
3874,84,chicken wings,Yunnan Garden,0.017857142857142856,4.0,3934 Schiff Dr Chinatown Las Vegas  NV 89103
3875,85,chicken wings,Otaku,0.017543859649122806,3.5,2430 S Gilbert Rd Chandler  AZ 85286
3876,86,chicken wings,East Ocean Dim Sum & Seafood Restaurant,0.015384615384615385,3.0,9570 S Eastern Ave Southeast Henderson  NV 89123
3877,87,chicken wings,Booming Spot Mini Pot,0.014492753623188406,4.0,3466 S Decatur Blvd Ste E Chinatown Las Vegas  NV 89102
3878,88,chicken wings,Cafe Noodle & Chinese Barbeque,0.014285714285714285,3.5,4355 Spring Mountain Rd Chinatown Las Vegas  NV 89102
